市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股(边界),002123,梦网科技,信息技术,通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,辽宁省鞍山市立山区光仪路2号3号楼A栋(辽宁激光产业园光通讯工业园),广东省深圳市南山区高新中四道30号龙泰利科技大厦2层,南山区,,办公地在深圳
A股(边界),002229,鸿博股份,互联网,互联网技术-云服务(含IDC、CDN),制造业-印刷和记录媒介复制业,福建省福州市金山开发区金达路136号,"福建省福州市仓山区南江滨西大道26号鸿博梅岭观海B座21层,深圳市福田区莲花街道福中社区福中三路1006号诺德金融中心7H",福田区,,办公地在深圳
A股(边界),002240,盛新锂能,有色金属,金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业,四川省成都市双流区空港商务区成双大道空港云,深圳市福田区皇岗路5001号深业上城(南区)T1栋56楼,福田区,,办公地在深圳
A股(边界),002388,新亚制程,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,浙江省衢州市凯旋南路6号1幢A-120室,"广东省深圳市福田区中康路卓越梅林中心广场(北区)1栋306A,上海市徐汇区乌鲁木齐中路310弄3号",福田区,,办公地在深圳
A股(边界),002425,凯撒文化,互联网,互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务,广东省汕头市龙湖珠津工业区珠津1街3号凯撒工业城,深圳市前海深港合作区南山街道梦海大道5033号卓越前海壹号3号楼L28-04单元,前海深港合作区,,办公地在深圳
A股(边界),002600,领益智造,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,广东省江门市蓬江区龙湾路8号,"广东省深圳市福田区领益大厦,香港尖沙咀麽地道68号帝国中心901A室",福田区,,办公地在深圳
A股(边界),002611,东方精工,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,广东省佛山市南海区狮山镇强狮路2号(办公楼、厂房A、厂房B),广东省深圳市南山区招商街道水湾社区蛇口望海路1166号招商局广场18A,南山区,,办公地在深圳
A股(边界),002629,仁智股份,公用事业,电力-新能源发电,采矿业-开采专业及辅助性活动,浙江省温州经济技术开发区滨海十七路350号浙南经济总部大厦336室,深圳市福田区金田路3088号中洲大厦24层2404号,福田区,,办公地在深圳
A股(边界),002775,文科股份,建筑,建筑施工-园林工程,建筑业-土木工程建筑业,广东省佛山市顺德区乐从镇东平社区佛山新城天虹路46号信保广场1号楼29楼02至04单元,广东省深圳市龙岗区平湖街道华宝路101号文科大厦14-16层,龙岗区,,办公地在深圳
A股(边界),002892,科力尔,电气设备,电机-电机,制造业-电气机械和器材制造业,湖南省祁阳县黎家坪镇南正北路49号,深圳市南山区深圳湾科技生态园9栋B3座5楼,南山区,,办公地在深圳
A股(边界),002913,奥士康,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,湖南省益阳市资阳区长春工业园龙塘村,广东省深圳市南山区深圳湾创新科技中心2栋A座32楼,南山区,,办公地在深圳
A股(边界),300083,创世纪,机械设备,通用设备-机床设备,制造业-通用设备制造业,广东省东莞市沙田镇港前路26号,深圳市宝安区新桥街道黄埔社区南浦路154号2栋,宝安区,,办公地在深圳
A股(边界),300120,经纬辉开,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,天津市津南经济开发区(双港)旺港路12号,深圳市前海深港合作区前湾一路63号前海企业公馆大厦(工业区)13A栋,前海深港合作区,,办公地在深圳
A股(边界),300134,大富科技,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,安徽省蚌埠市燕南路17号国家金融孵化产业园4号楼,广东省深圳市宝安区沙井街道蚝乡路沙井工业公司第三工业区A2,宝安区,,办公地在深圳
A股(边界),300209,行云科技,互联网,互联网商务-电子商务B2B,批发和零售业-零售业,湖南省长沙市开福区青竹湖街道湘江北路一段369号5栋1层105号房(中部进出口商品展示交易中心),"湖南省长沙市开福区中山路176号一楼56号,广东省深圳市南山区梦海大道5289号中粮前海创新中心东塔40层",南山区,,办公地在深圳
A股(边界),300242,佳云科技,文化传媒,营销服务-营销服务,租赁和商务服务业-商务服务业,广东省东莞市横沥镇村头村工业区,深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋2101,福田区,,办公地在深圳
A股(边界),300475,香农芯创,电子设备,电子元件-电子元件,批发和零售业-批发业,安徽省宣城宁国经济技术开发区创业北路16号,深圳市南山区海德三道166号航天科技广场B座22楼,南山区,,办公地在深圳
A股(边界),300518,新迅达,互联网,互联网商务-电子商务B2B,信息传输、软件和信息技术服务业-互联网和相关服务,中国(广西)自由贸易试验区南宁片区宋厢路15号兴业银行大厦二十一层,广东省深圳市福田区福田街道岗厦社区福华路350号皇庭中心49D1,福田区,,办公地在深圳
A股(边界),300564,筑博设计,休闲、生活及专业服务,专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业,西藏自治区拉萨高新区管理中心(孵化器)1号楼2单元802室,深圳市福田区泰然八路泰然大厦B座8楼,福田区,,办公地在深圳
A股(边界),300624,万兴科技,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,拉萨市柳梧新区东环路以西、1-4路以北、1-3路以南、柳梧大厦以东8栋2单元6层2号,深圳市南山区粤海街道海天二路软件产业基地5栋D座10楼,南山区,,办公地在深圳
A股(边界),300808,久量股份,家电,照明设备-照明设备,制造业-电气机械和器材制造业,湖北省十堰市郧阳区城关镇沿江大道88号综合服务楼15楼,"广州市白云区广州民营科技园北太路1637号亿凯大厦16层,深圳市福田区福中三路1006号诺德中心29层B-C",福田区,,办公地在深圳
A股(边界),300815,玉禾田,休闲、生活及专业服务,专业服务-其他专业服务,水利、环境和公共设施管理业-公共设施管理业,安徽省安庆市岳西县天馨大道筑梦小镇电商产业园5号楼,深圳市福田区梅林街道梅秀路1号中粮福田大悦广场A座38层,福田区,,办公地在深圳
A股(边界),300873,海晨股份,交通运输,物流-物流,交通运输、仓储和邮政业-多式联运和运输代理业,江苏省苏州市吴江经济技术开发区泉海路111号,深圳市南山区前海信利康大厦,南山区,,办公地在深圳
A股(边界),301379,天山电子,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,广西钦州市灵山县檀圩镇灵北路东街335号,广东省深圳市宝安区西乡街道前海科兴科学园1栋18楼,宝安区,,办公地在深圳
A股(边界),600110,诺德股份,有色金属,金属非金属新材料-电池材料,制造业-计算机、通信和其他电子设备制造业,吉林省长春市高新北区航空街1666号,深圳市福田区广夏路1号创智云中心A1栋30层,福田区,,办公地在深圳
A股(边界),600234,科新发展,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,太原市迎泽大街289号,深圳市南山区深圳湾科技生态园12栋A座15层01-04号,南山区,,办公地在深圳
A股(边界),600478,科力远,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,湖南省郴州高科技术产业园区林邑大道东侧郴州战略性新兴产业园1、2栋401-6室,"湖南省郴州高科技术产业园区林邑大道东侧郴州战略性新兴产业园1、2栋401-6室,广东省深圳市南山区粤海街道科苑南路3099号中国储能大厦41F",南山区,,办公地在深圳
A股(边界),600518,康美药业,医药生物,中药生产-中药生产,制造业-医药制造业,广东省普宁市揭神路东侧,深圳市福田区下梅林泰科路,福田区,,办公地在深圳
A股(边界),600568,ST中珠,医药生物,生物医药-生物医药,卫生和社会工作-卫生,湖北省潜江市章华南路特1号,深圳市南山区粤海街道海德三道1258号卓越后海金融中心26层,南山区,,办公地在深圳
A股(边界),600745,*ST闻泰,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,湖北省黄石市开发区铁山区汪仁镇新城路东18号,深圳市罗湖区黄贝街道新秀社区罗沙路5097号银丰大厦B座一层,罗湖区,,办公地在深圳
A股(边界),601636,旗滨集团,建材,玻璃-玻璃,制造业-非金属矿物制品业,湖南醴陵经济开发区东富工业园,深圳市宝安区新桥街道象山社区丰达三路9号旗滨集团总部大厦,宝安区,,办公地在深圳
A股(边界),688136,科兴制药,医药生物,生物医药-生物医药,制造业-医药制造业,山东省济南市章丘区埠村街道创业路2666号,"山东省济南市章丘区埠村街道创业路2666号,深圳市南山区高新中一道与科技中一路交汇处创益科技大厦B栋19楼",南山区,,办公地在深圳
港股,00268,金蝶国际软件,软件服务,软件服务,软件服务,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港金钟道95号统一中心25A,中国广东省深圳市南山区高新科技园南区科技南十二路2号金蝶软件园",南山区,Y,登记/办公地址含深圳
港股,00384,中国燃气,公用事业,公用事业,公用事业,"Richmond House, 12 Par-la-Ville Road, Hamilton, Bermuda","香港湾仔告士打道151号资本中心16楼1601室,中国广东省深圳市罗湖区梅园路188号中国燃气大厦",罗湖区,Y,登记/办公地址含深圳
港股,00525,广深铁路,旅游及消闲设施,旅游及消闲设施,旅游及消闲设施,中华人民共和国广东省深圳市和平路1052号,广东省深圳市罗湖区和平路1052号,罗湖区,Y,登记/办公地址含深圳
港股,00548,深圳高速公路,工用运输,工用运输,工用运输,中国深圳市龙华新区福城街道福民收费站,深圳市南山区深南大道9968号汉京金融中心46楼,南山区,Y,登记/办公地址含深圳
港股,00638,深圳市广和通无线,资讯科技器材,资讯科技器材,资讯科技器材,中国广东省深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷6栋A座1101,"深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋A座10-14层,香港湾仔皇后大道东248号大新金融中心40楼",南山区,Y,登记/办公地址含深圳
港股,00700,腾讯,软件服务,软件服务,软件服务,"Cricket Square, Hutchins Drive, P.O.Box 2681, Grand Cayman, Cayman Islands",香港湾仔皇后大道东1号太古广场三座29楼;深圳市南山区海天二路33号腾讯滨海大厦,南山区,Y,登记/办公地址含深圳
港股,00763,中兴通讯,资讯科技器材,资讯科技器材,资讯科技器材,中国广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,中国广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,南山区,Y,登记/办公地址含深圳
港股,00867,康哲药业,药品及生物科技,药品及生物科技,药品及生物科技,"PO Box 309, Ugland House, Grand Cayman, Cayman Islands","香港北角英皇道510号港运大厦21楼2106室,中国广东省深圳市南山区大新路198号马家龙创新大厦B座6-8楼",南山区,Y,登记/办公地址含深圳
港股,00895,东江环保,工业工程,工业工程,工业工程,"中华人民共和国深圳市南山区高新区北区朗山路9号东江环保大楼1楼,3楼,8楼北面,9-12楼",深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,南山区,Y,登记/办公地址含深圳
